iter	RMSE
955	0.1075466883
956	0.1074094145
957	0.1073296969
958	0.1071481942
959	0.1069726719
960	0.1068488728
961	0.1066545707
962	0.1064975186
963	0.1063144056
964	0.106171719
965	0.1060789893
966	0.1060013039
967	0.105887467
968	0.1057627903
969	0.1056988289
970	0.1056046377
971	0.1054966363
972	0.1053132503
973	0.1052348481
974	0.1050691285
975	0.104933111
976	0.1047758265
977	0.1046968785
978	0.104539487
979	0.1045261074
980	0.1043684304
981	0.104174008
982	0.1041452447
983	0.1039925284
984	0.1039109558
985	0.1038293914
986	0.1036405599
987	0.1035744545
988	0.1034763277
989	0.1033337011
990	0.1031739402
991	0.103101217
992	0.1029880332
993	0.1029061288
994	0.1028417938
995	0.1026666386
996	0.1025522366
997	0.1024144322
998	0.1022567337
999	0.1020716758
